SUBURB, id, month_year, total_offences
CLARE,6829,Sep-19,7
GREENOCK,6872,Sep-19,1
ANGASTON,6897,Sep-19,6
PETERHEAD,690,Sep-19,26
NURIOOTPA,6926,Sep-19,21
PETERBOROUGH,6958,Sep-19,7
COCKATOO VALLEY,6972,Sep-19,1
LYNDOCH,6977,Sep-19,5
PEWSEY VALE,6990,Sep-19,1
WILLIAMSTOWN,6995,Sep-19,6
BLACK HILL,7004,Sep-19,1
CAMBRAI,7011,Sep-19,1
OSBORNE,702,Sep-19,10
CUMMINS,7033,Sep-19,2
PORT AUGUSTA,7051,Sep-19,140
PORT PIRIE,7068,Sep-19,18
PORT PIRIE SOUTH,7080,Sep-19,19
PORT PIRIE WEST,7092,Sep-19,21
RISDON PARK,7104,Sep-19,19
RISDON PARK SOUTH,7116,Sep-19,4
COWELL,7126,Sep-19,2
TAPEROO,714,Sep-19,40
KADINA,7153,Sep-19,20
MATTA FLAT,7162,Sep-19,1
NEW TOWN,7169,Sep-19,3
WALLAROO MINES,7180,Sep-19,1
ARNO BAY,7199,Sep-19,1
GEORGETOWN,7214,Sep-19,1
NORTH BEACH,7234,Sep-19,2
WALLAROO,7243,Sep-19,20
KIDMAN PARK,726,Sep-19,12
TUMBY BAY,7260,Sep-19,2
PORT LINCOLN,7270,Sep-19,141
COFFIN BAY,7287,Sep-19,2
COOMUNGA,7294,Sep-19,1
WALLAROO PLAIN,7314,Sep-19,1
JAMESTOWN,7352,Sep-19,1
PARAMATTA,7362,Sep-19,2
PORT HUGHES,7367,Sep-19,3
BUTE,7375,Sep-19,2
MILE END,738,Sep-19,46
SMOKY BAY,7389,Sep-19,1
STREAKY BAY,7398,Sep-19,5
CEDUNA,7408,Sep-19,39
MOONTA,7461,Sep-19,6
MOONTA BAY,7473,Sep-19,6
POINT BOSTON,7494,Sep-19,1
MILE END SOUTH,750,Sep-19,8
NORTH MOONTA,7507,Sep-19,2
KOONIBBA,7552,Sep-19,3
PORT GERMEIN,7562,Sep-19,1
DUBLIN,7573,Sep-19,1
LEWISTON,7583,Sep-19,8
LOWER LIGHT,7598,Sep-19,2
MIDDLE BEACH,7603,Sep-19,1
TWO WELLS,7613,Sep-19,10
THEBARTON,762,Sep-19,18
KALANGADOO,7639,Sep-19,1
MOUNT BURR,7650,Sep-19,1
PORT AUGUSTA WEST,7662,Sep-19,34
PORT PATERSON,7673,Sep-19,1
SOLOMONTOWN,7698,Sep-19,7
WHYALLA,7711,Sep-19,27
WHYALLA PLAYFORD,7723,Sep-19,7
TORRENSVILLE,774,Sep-19,28
MULLAQUANA,7740,Sep-19,1
WHYALLA NORRIE,7750,Sep-19,88
WHYALLA STUART,7762,Sep-19,68
SNOWTOWN,7772,Sep-19,1
YORKETOWN,7788,Sep-19,1
THEVENARD,7809,Sep-19,5
YALATA,7825,Sep-19,1
MINLATON,7841,Sep-19,1
BROOKLYN PARK,786,Sep-19,15
WUDINNA,7867,Sep-19,1
PARHAM,7879,Sep-19,1
WINDSOR,7895,Sep-19,1
CROYDON PARK,79,Sep-19,27
TARCOOLA,7915,Sep-19,1
INKERMAN,7936,Sep-19,2
PORT WAKEFIELD,7943,Sep-19,4
MAITLAND,7964,Sep-19,4
POINT PEARCE,7975,Sep-19,1
CLARENCE PARK,798,Sep-19,11
STIRLING NORTH,7993,Sep-19,13
COONAMIA,8012,Sep-19,1
NAPPERBY,8018,Sep-19,2
WHYALLA JENKINS,8044,Sep-19,2
IRON KNOB,8057,Sep-19,1
PORT BROUGHTON,8067,Sep-19,3
PORT VINCENT,8086,Sep-19,2
STANSBURY,8095,Sep-19,1
GOODWOOD,810,Sep-19,17
ELLISTON,8106,Sep-19,4
COMMISSARIAT POINT,8116,Sep-19,2
DAVENPORT,8123,Sep-19,15
EDITHBURGH,8140,Sep-19,2
MALLALA,8190,Sep-19,3
REEVES PLAINS,8204,Sep-19,1
KINGS PARK,822,Sep-19,1
KULPARA,8232,Sep-19,1
PASKEVILLE,8238,Sep-19,3
BOORS PLAIN,8248,Sep-19,1
JERICHO,8255,Sep-19,1
JERUSALEM,8257,Sep-19,2
LEIGH CREEK,8296,Sep-19,1
PINNAROO,8312,Sep-19,2
WYNARKA,8319,Sep-19,2
MILLSWOOD,832,Sep-19,7
KAROONDA,8323,Sep-19,2
OODNADATTA,8332,Sep-19,3
ADELAIDE AIRPORT,8342,Sep-19,13
WINKIE,8359,Sep-19,7
GLOSSOP,8365,Sep-19,14
BARMERA,8377,Sep-19,8
HAMLEY BRIDGE,8401,Sep-19,1
COPLEY,8437,Sep-19,2
WAYVILLE,844,Sep-19,38
WOOMERA,8456,Sep-19,1
COOBER PEDY,8475,Sep-19,23
MARLA,8497,Sep-19,4
ROXBY DOWNS,8518,Sep-19,9
ASHFORD,856,Sep-19,3
BLACK FOREST,868,Sep-19,10
EVERARD PARK,880,Sep-19,5
FORESTVILLE,892,Sep-19,7
KESWICK,904,Sep-19,10
DEVON PARK,91,Sep-19,7
LOCKLEYS,916,Sep-19,4
UNDERDALE,928,Sep-19,21
COWANDILLA,940,Sep-19,5
HILTON,952,Sep-19,35
MARLESTON,964,Sep-19,8
RICHMOND,976,Sep-19,14
WEST RICHMOND,988,Sep-19,6
EXETER,1012,Oct-19,7
DUDLEY PARK,102,Oct-19,5
SEMAPHORE,1024,Oct-19,19
SEMAPHORE PARK,1036,Oct-19,32
SEMAPHORE SOUTH,1048,Oct-19,12
WEST LAKES SHORE,1060,Oct-19,9
WEST LAKES,1072,Oct-19,40
GRANGE,1084,Oct-19,21
HENLEY BEACH,1096,Oct-19,26
HENLEY BEACH SOUTH,1108,Oct-19,2
TENNYSON,1120,Oct-19,4
RENOWN PARK,113,Oct-19,24
FINDON,1130,Oct-19,44
SEATON,1145,Oct-19,85
FULHAM,1157,Oct-19,10
FULHAM GARDENS,1169,Oct-19,14
WEST BEACH,1182,Oct-19,23
FLINDERS PARK,1194,Oct-19,26
BROMPTON,1206,Oct-19,57
HINDMARSH,1218,Oct-19,24
NORTH PLYMPTON,1230,Oct-19,16
CAMDEN PARK,1242,Oct-19,27
RIDLEYTON,125,Oct-19,19
PLYMPTON,1254,Oct-19,51
PLYMPTON PARK,1266,Oct-19,16
SOUTH PLYMPTON,1278,Oct-19,22
CLARENCE GARDENS,1290,Oct-19,13
ADELAIDE,13,Oct-19,1
MALVERN,1302,Oct-19,11
UNLEY,1314,Oct-19,31
UNLEY PARK,1325,Oct-19,7
CLAPHAM,1336,Oct-19,1
HAWTHORN,1347,Oct-19,11
KINGSWOOD,1360,Oct-19,18
WEST CROYDON,137,Oct-19,22
GLENELG SOUTH,1372,Oct-19,7
OAKLANDS PARK,1383,Oct-19,127
COLONEL LIGHT GARDENS,1395,Oct-19,11
CUMBERLAND PARK,1407,Oct-19,14
DAW PARK,1419,Oct-19,14
PANORAMA,1431,Oct-19,9
WESTBOURNE PARK,1443,Oct-19,5
WARRADALE,1455,Oct-19,22
DARLINGTON,1467,Oct-19,12
SEACOMBE GARDENS,1479,Oct-19,22
ALLENBY GARDENS,149,Oct-19,10
SEACOMBE HEIGHTS,1491,Oct-19,5
STURT,1503,Oct-19,17
BRIGHTON,1515,Oct-19,26
DOVER GARDENS,1527,Oct-19,16
HOVE,1539,Oct-19,2
NORTH BRIGHTON,1551,Oct-19,4
KESWICK TERMINAL,1562,Oct-19,5
GLANDORE,1574,Oct-19,12
KURRALTA PARK,1586,Oct-19,20
NETLEY,1598,Oct-19,1
ADELAIDE,16,Oct-19,605
MITCHELL PARK,1609,Oct-19,42
BEVERLEY,161,Oct-19,15
MORPHETTVILLE,1622,Oct-19,20
PARK HOLME,1634,Oct-19,22
GLENGOWRIE,1646,Oct-19,18
SOMERTON PARK,1658,Oct-19,21
GLENELG,1670,Oct-19,69
GLENELG EAST,1682,Oct-19,26
GLENELG NORTH,1694,Oct-19,36
SOUTH BRIGHTON,1707,Oct-19,8
MARINO,1728,Oct-19,7
KILKENNY,173,Oct-19,41
SEACLIFF,1739,Oct-19,11
SEACLIFF PARK,1751,Oct-19,10
SEAVIEW DOWNS,1763,Oct-19,29
BELLEVUE HEIGHTS,1775,Oct-19,1
EDEN HILLS,1786,Oct-19,5
BLACKWOOD,1798,Oct-19,7
CRAIGBURN FARM,1820,Oct-19,3
HAWTHORNDENE,1831,Oct-19,6
BELAIR,1840,Oct-19,11
OTTOWAY,185,Oct-19,14
GLENALTA,1852,Oct-19,3
HYDE PARK,1863,Oct-19,5
NEWTON,1875,Oct-19,26
DERNANCOURT,1887,Oct-19,16
PARADISE,1899,Oct-19,14
ATHELSTONE,1911,Oct-19,9
LOWER MITCHAM,1923,Oct-19,3
ROSE PARK,1939,Oct-19,4
KENSINGTON,1959,Oct-19,11
PENNINGTON,197,Oct-19,30
KENSINGTON GARDENS,1970,Oct-19,13
KENSINGTON PARK,1982,Oct-19,4
LEABROOK,1994,Oct-19,4
MARRYATVILLE,2006,Oct-19,4
ST MORRIS,2017,Oct-19,4
TRINITY GARDENS,2028,Oct-19,8
COLLEGE PARK,2039,Oct-19,5
JOSLIN,2049,Oct-19,3
MARDEN,2058,Oct-19,15
PAYNEHAM,2070,Oct-19,13
PAYNEHAM SOUTH,2082,Oct-19,5
ROSEWATER,209,Oct-19,44
ROYSTON PARK,2093,Oct-19,3
MAGILL,2111,Oct-19,17
ROSSLYN PARK,2123,Oct-19,2
EVANDALE,2133,Oct-19,17
HACKNEY,2145,Oct-19,5
MAYLANDS,2157,Oct-19,4
ST PETERS,2169,Oct-19,12
STEPNEY,2181,Oct-19,17
FELIXSTOW,2193,Oct-19,10
FIRLE,2205,Oct-19,4
WINGFIELD,221,Oct-19,21
GLYNDE,2217,Oct-19,9
MITCHAM,2229,Oct-19,2
NETHERBY,2241,Oct-19,3
SPRINGFIELD,2251,Oct-19,1
TORRENS PARK,2259,Oct-19,11
EASTWOOD,2271,Oct-19,10
FREWVILLE,2284,Oct-19,6
FULLARTON,2296,Oct-19,12
PARKSIDE,2318,Oct-19,37
GLEN OSMOND,2330,Oct-19,19
ALBERT PARK,234,Oct-19,13
GLENUNGA,2342,Oct-19,16
MOUNT OSMOND,2353,Oct-19,3
MYRTLE BANK,2356,Oct-19,3
URRBRAE,2375,Oct-19,3
DULWICH,2384,Oct-19,7
GLENSIDE,2396,Oct-19,19
LINDEN PARK,2408,Oct-19,5
TOORAK GARDENS,2420,Oct-19,8
TUSMORE,2431,Oct-19,2
BEAUMONT,2441,Oct-19,3
BURNSIDE,2451,Oct-19,4
ALBERTON,246,Oct-19,14
ERINDALE,2461,Oct-19,2
HAZELWOOD PARK,2472,Oct-19,4
STONYFELL,2483,Oct-19,3
WATTLE PARK,2493,Oct-19,1
BEULAH PARK,2502,Oct-19,6
KENT TOWN,2514,Oct-19,25
NORWOOD,2526,Oct-19,40
BEDFORD PARK,2538,Oct-19,7
CLOVELLY PARK,2551,Oct-19,6
PASADENA,2563,Oct-19,15
ST MARYS,2575,Oct-19,32
CHELTENHAM,258,Oct-19,7
TONSLEY,2587,Oct-19,4
ASCOT PARK,2598,Oct-19,31
MARION,2610,Oct-19,19
PARA VISTA,2622,Oct-19,5
VALLEY VIEW,2634,Oct-19,30
CAVAN,2646,Oct-19,12
DRY CREEK,2658,Oct-19,31
GEPPS CROSS,2670,Oct-19,18
MAWSON LAKES,2682,Oct-19,97
COLLINSWOOD,2695,Oct-19,6
HENDON,270,Oct-19,8
GILBERTON,2707,Oct-19,19
MEDINDIE,2719,Oct-19,6
MEDINDIE GARDENS,2729,Oct-19,3
NORTHFIELD,2738,Oct-19,43
NORTHGATE,2750,Oct-19,12
GILLES PLAINS,2759,Oct-19,2
GILLES PLAINS,2765,Oct-19,20
GREENACRES,2777,Oct-19,29
HAMPSTEAD GARDENS,2789,Oct-19,5
NORTH ADELAIDE,28,Oct-19,56
HILLCREST,2801,Oct-19,13
QUEENSTOWN,281,Oct-19,19
MANNINGHAM,2813,Oct-19,1
OAKDEN,2825,Oct-19,20
KLEMZIG,2837,Oct-19,29
SKYE,2849,Oct-19,1
WOODFORDE,2865,Oct-19,7
HECTORVILLE,2876,Oct-19,17
ROSTREVOR,2888,Oct-19,9
TRANMERE,2900,Oct-19,17
CAMPBELLTOWN,2912,Oct-19,57
NAILSWORTH,2924,Oct-19,26
ROYAL PARK,293,Oct-19,23
SEFTON PARK,2936,Oct-19,21
BLAIR ATHOL,2948,Oct-19,71
KILBURN,2960,Oct-19,96
KILBURN,2970,Oct-19,3
CLEARVIEW,2973,Oct-19,37
ENFIELD,2985,Oct-19,40
LIGHTSVIEW,2997,Oct-19,15
WELLAND,3,Oct-19,11
WINDSOR GARDENS,3009,Oct-19,25
HOLDEN HILL,3021,Oct-19,25
HIGHBURY,3033,Oct-19,17
HOPE VALLEY,3045,Oct-19,37
BIRKENHEAD,305,Oct-19,9
BANKSIA PARK,3057,Oct-19,4
TEA TREE GULLY,3069,Oct-19,3
MODBURY,3090,Oct-19,86
MODBURY HEIGHTS,3102,Oct-19,9
MODBURY NORTH,3114,Oct-19,16
SMITHFIELD,3128,Oct-19,107
SMITHFIELD PLAINS,3140,Oct-19,38
ULEYBURY,3151,Oct-19,1
KUDLA,3161,Oct-19,4
ETHELTON,317,Oct-19,6
MUNNO PARA,3171,Oct-19,65
MUNNO PARA DOWNS,3182,Oct-19,2
SALISBURY HEIGHTS,3193,Oct-19,16
SALISBURY PARK,3205,Oct-19,8
SALISBURY PLAIN,3217,Oct-19,9
BOLIVAR,3229,Oct-19,32
ELIZABETH VALE,3241,Oct-19,67
HILLBANK,3253,Oct-19,42
DAVOREN PARK,3265,Oct-19,92
EDINBURGH NORTH,3277,Oct-19,11
ELIZABETH DOWNS,3288,Oct-19,63
GLANVILLE,329,Oct-19,8
ELIZABETH NORTH,3300,Oct-19,46
ELIZABETH PARK,3312,Oct-19,56
BURTON,3324,Oct-19,41
DIREK,3336,Oct-19,5
GLOBE DERBY PARK,3347,Oct-19,3
ST KILDA,3357,Oct-19,2
WATERLOO CORNER,3365,Oct-19,24
EDINBURGH,3377,Oct-19,5
ELIZABETH,3388,Oct-19,127
ELIZABETH EAST,3400,Oct-19,44
ANGLE PARK,341,Oct-19,27
ELIZABETH GROVE,3412,Oct-19,20
ELIZABETH SOUTH,3424,Oct-19,72
POORAKA,3436,Oct-19,68
GULFVIEW HEIGHTS,3448,Oct-19,5
PARA HILLS,3460,Oct-19,60
PARA HILLS WEST,3472,Oct-19,41
REDWOOD PARK,3484,Oct-19,12
RIDGEHAVEN,3496,Oct-19,17
ST AGNES,3508,Oct-19,41
INGLE FARM,3520,Oct-19,73
FERRYDEN PARK,353,Oct-19,21
WALKLEY HEIGHTS,3532,Oct-19,9
PARAFIELD,3544,Oct-19,28
SALISBURY SOUTH,3556,Oct-19,5
GREEN FIELDS,3567,Oct-19,3
PARAFIELD GARDENS,3577,Oct-19,62
PARALOWIE,3589,Oct-19,82
SALISBURY,3602,Oct-19,158
SALISBURY DOWNS,3614,Oct-19,75
SALISBURY NORTH,3626,Oct-19,71
BRAHMA LODGE,3638,Oct-19,12
REGENCY PARK,365,Oct-19,3
SALISBURY EAST,3650,Oct-19,34
VALE PARK,3662,Oct-19,7
WALKERVILLE,3674,Oct-19,25
OVINGHAM,3695,Oct-19,19
PROSPECT,3708,Oct-19,122
THORNGATE,3720,Oct-19,11
BROADVIEW,3732,Oct-19,29
INGLEWOOD,3742,Oct-19,1
WILLASTON,3758,Oct-19,14
ST CLAIR,377,Oct-19,12
BUCKLAND PARK,3770,Oct-19,3
VIRGINIA,3778,Oct-19,18
GAWLER EAST,3791,Oct-19,6
GAWLER RIVER,3802,Oct-19,2
GAWLER SOUTH,3807,Oct-19,14
GAWLER WEST,3819,Oct-19,5
EYRE,3830,Oct-19,2
MACDONALD PARK,3842,Oct-19,2
MUNNO PARA WEST,3862,Oct-19,24
EVANSTON,3874,Oct-19,23
EVANSTON GARDENS,3886,Oct-19,9
WOODVILLE,389,Oct-19,27
EVANSTON PARK,3898,Oct-19,16
EVANSTON SOUTH,3910,Oct-19,2
ANGLE VALE,3925,Oct-19,31
BUCHFELDE,3935,Oct-19,2
GAWLER,3943,Oct-19,35
GAWLER BELT,3955,Oct-19,2
ANDREWS FARM,3967,Oct-19,66
BLAKEVIEW,3979,Oct-19,33
CRAIGMORE,3991,Oct-19,41
GOULD CREEK,4002,Oct-19,6
WOODVILLE PARK,401,Oct-19,24
HUMBUG SCRUB,4010,Oct-19,3
ONE TREE HILL,4017,Oct-19,2
WARD BELT,4033,Oct-19,3
PENFIELD GARDENS,4043,Oct-19,2
GOLDEN GROVE,4054,Oct-19,35
GREENWITH,4066,Oct-19,32
GREENWITH,4077,Oct-19,4
FAIRVIEW PARK,4082,Oct-19,6
SURREY DOWNS,4094,Oct-19,14
YATALA VALE,4105,Oct-19,1
WYNN VALE,4112,Oct-19,25
HOUGHTON,4122,Oct-19,1
LOWER HERMITAGE,4128,Oct-19,1
PARACOMBE,4131,Oct-19,2
SHEIDOW PARK,4139,Oct-19,19
WOODVILLE SOUTH,414,Oct-19,21
TROTT PARK,4151,Oct-19,4
ASHTON,4162,Oct-19,1
BASKET RANGE,4167,Oct-19,4
HEATHFIELD,4176,Oct-19,1
BRIDGEWATER,4191,Oct-19,3
BOWDEN,42,Oct-19,39
UPPER STURT,4203,Oct-19,7
MACCLESFIELD,4213,Oct-19,2
MYLOR,4222,Oct-19,2
ALDGATE,4229,Oct-19,1
GREENHILL,4241,Oct-19,1
PICCADILLY,4259,Oct-19,1
WOODVILLE WEST,426,Oct-19,37
CLELAND,4261,Oct-19,1
CRAFERS,4267,Oct-19,3
CRAFERS WEST,4277,Oct-19,5
STIRLING,4286,Oct-19,9
HEWETT,4310,Oct-19,2
KANGAROO FLAT,4325,Oct-19,1
KANGARILLA,4331,Oct-19,2
HALLETT COVE,4338,Oct-19,21
O'HALLORAN HILL,4350,Oct-19,8
ALDINGA,4368,Oct-19,21
ATHOL PARK,438,Oct-19,16
ALDINGA BEACH,4380,Oct-19,40
PORT WILLUNGA,4392,Oct-19,7
PORT NOARLUNGA,4404,Oct-19,9
FLAGSTAFF HILL,4420,Oct-19,11
HAPPY VALLEY,4432,Oct-19,23
LONSDALE,4444,Oct-19,27
OLD REYNELLA,4456,Oct-19,26
REYNELLA,4468,Oct-19,16
REYNELLA EAST,4480,Oct-19,8
PORT NOARLUNGA SOUTH,4492,Oct-19,5
MANSFIELD PARK,450,Oct-19,44
NOARLUNGA CENTRE,4504,Oct-19,84
NOARLUNGA DOWNS,4516,Oct-19,28
OLD NOARLUNGA,4531,Oct-19,17
MOANA,4543,Oct-19,2
SEAFORD,4555,Oct-19,46
ABERFOYLE PARK,4567,Oct-19,14
COROMANDEL EAST,4590,Oct-19,2
CHRISTIES BEACH,4596,Oct-19,68
O'SULLIVAN BEACH,4608,Oct-19,5
WOODVILLE GARDENS,462,Oct-19,15
SEAFORD HEIGHTS,4620,Oct-19,3
SEAFORD MEADOWS,4632,Oct-19,22
SEAFORD RISE,4644,Oct-19,15
MASLIN BEACH,4656,Oct-19,3
MCLAREN FLAT,4672,Oct-19,3
MCLAREN VALE,4679,Oct-19,14
TATACHILLA,4691,Oct-19,3
HOPE FOREST,4701,Oct-19,1
WILLUNGA,4715,Oct-19,4
PORT ELLIOT,4727,Oct-19,6
MIDDLETON,4739,Oct-19,1
WOODVILLE NORTH,474,Oct-19,25
SELLICKS BEACH,4751,Oct-19,9
NORMANVILLE,4762,Oct-19,5
WIRRINA COVE,4784,Oct-19,1
MOUNT COMPASS,4790,Oct-19,1
ENCOUNTER BAY,4802,Oct-19,4
HAYBOROUGH,4814,Oct-19,3
SELLICKS HILL,4835,Oct-19,1
MEADOWS,4847,Oct-19,2
GILLMAN,486,Oct-19,9
MYPONGA,4865,Oct-19,7
PARAWA,4879,Oct-19,1
WATTLE FLAT,4884,Oct-19,1
YANKALILLA,4889,Oct-19,2
CARRICKALINGA,4902,Oct-19,2
MORPHETT VALE,4916,Oct-19,151
WOODCROFT,4928,Oct-19,28
HACKHAM,4940,Oct-19,15
HACKHAM WEST,4952,Oct-19,36
AMATA,496,Oct-19,1
HUNTFIELD HEIGHTS,4964,Oct-19,20
CHRISTIE DOWNS,4986,Oct-19,70
AMATA,500,Oct-19,8
GOOLWA,5018,Oct-19,9
GOOLWA BEACH,5030,Oct-19,4
GOOLWA NORTH,5042,Oct-19,1
GOOLWA SOUTH,5052,Oct-19,13
ISLAND BEACH,5066,Oct-19,1
MCCRACKEN,5073,Oct-19,4
VICTOR HARBOR,5089,Oct-19,18
SAPPHIRETOWN,5114,Oct-19,1
PALMER,5122,Oct-19,3
ANGAS VALLEY,5127,Oct-19,1
BOLTO,5130,Oct-19,1
COWIRRA,5141,Oct-19,1
EDEN VALLEY,5157,Oct-19,1
MOUNT PLEASANT,5164,Oct-19,3
IWANTJA,517,Oct-19,3
CUDLEE CREEK,5170,Oct-19,3
KINGSCOTE,5221,Oct-19,6
VIVONNE BAY,5247,Oct-19,1
HINDMARSH ISLAND,5251,Oct-19,3
PARNDANA,5262,Oct-19,1
LONG FLAT,5271,Oct-19,2
HAHNDORF,5276,Oct-19,7
MANNUM,5296,Oct-19,20
LITTLEHAMPTON,5322,Oct-19,13
TOTNESS,5334,Oct-19,3
MOUNT BARKER,5348,Oct-19,53
KALTJITI,536,Oct-19,1
TUNGKILLO,5369,Oct-19,1
APAMURRA,5376,Oct-19,1
LENSWOOD,5379,Oct-19,1
LOBETHAL,5386,Oct-19,1
BALHANNAH,5397,Oct-19,5
WEST HINDMARSH,54,Oct-19,9
OAKBANK,5408,Oct-19,1
MOUNT TORRENS,5417,Oct-19,4
WOODSIDE,5425,Oct-19,4
NAIRNE,5455,Oct-19,3
BURDETT,5473,Oct-19,2
MIMILI,550,Oct-19,2
STRATHALBYN,5500,Oct-19,20
TOOPERANG,5510,Oct-19,1
LANGHORNE CREEK,5516,Oct-19,6
MURRAY BRIDGE,5523,Oct-19,137
MURRAY BRIDGE EAST,5535,Oct-19,2
RIVERGLADES,5560,Oct-19,4
CALLINGTON,5580,Oct-19,2
MONARTO SOUTH,5591,Oct-19,1
MURPUTJA,560,Oct-19,1
WHITE HILL,5621,Oct-19,2
CANNAWIGARA,5647,Oct-19,1
KEPA,5666,Oct-19,1
MALINONG,5669,Oct-19,1
ELWOMPLE,5682,Oct-19,1
KEITH,5688,Oct-19,7
PIPALYATJARA,571,Oct-19,3
CLAYTON BAY,5727,Oct-19,2
MILANG,5733,Oct-19,2
COORONG,5752,Oct-19,2
MENINGIE,5757,Oct-19,6
BUNBURY,5779,Oct-19,1
BORDERTOWN,5791,Oct-19,1
BORDERTOWN,5794,Oct-19,14
MILLICENT,5812,Oct-19,13
PUKATJA,583,Oct-19,4
COMAUM,5868,Oct-19,1
NANGWARRY,5877,Oct-19,2
PENOLA,5887,Oct-19,1
NARACOORTE,5922,Oct-19,20
STRUAN,5938,Oct-19,1
THE GAP,5939,Oct-19,2
FOX,5945,Oct-19,1
LUCINDALE,5950,Oct-19,1
TAILEM BEND,5956,Oct-19,12
BEACHPORT,5974,Oct-19,1
STANLEY FLAT,6005,Oct-19,1
SOUTHEND,6015,Oct-19,1
TANTANOOLA,6019,Oct-19,7
WATTLE RANGE,6027,Oct-19,1
KINGSTON ON MURRAY,6031,Oct-19,3
ROSEWORTHY,6047,Oct-19,4
SHEA-OAK LOG,6056,Oct-19,1
TEMPLERS,6059,Oct-19,4
EDWARDSTOWN,606,Oct-19,69
FREELING,6064,Oct-19,3
MOUNT GAMBIER,6087,Oct-19,133
CAROLINE,6109,Oct-19,1
LOXTON,6113,Oct-19,12
LOXTON NORTH,6124,Oct-19,1
COMPTON,6150,Oct-19,2
GERMAN CREEK,6162,Oct-19,1
GLENBURNIE,6164,Oct-19,1
MELROSE PARK,618,Oct-19,3
KAPUNDA,6196,Oct-19,12
WORROLONG,6228,Oct-19,6
ROBERTSTOWN,6246,Oct-19,2
COOLTONG,6259,Oct-19,1
OLD CALPERUM,6267,Oct-19,1
GLENCOE,6283,Oct-19,3
KONGORONG,6286,Oct-19,6
MIL-LEL,6294,Oct-19,1
MINGBOOL,6298,Oct-19,1
NOVAR GARDENS,630,Oct-19,11
MOORAK,6300,Oct-19,2
MOUNT SCHANK,6309,Oct-19,1
PELICAN POINT,6317,Oct-19,1
JULIA,6321,Oct-19,1
LAMEROO,6338,Oct-19,1
QUORN,6363,Oct-19,4
MONASH,6378,Oct-19,2
BERRI,6388,Oct-19,29
GERARD,6398,Oct-19,1
KATARAPKO,6404,Oct-19,1
NEW PORT,642,Oct-19,8
WYE,6422,Oct-19,1
YAHL,6427,Oct-19,4
PINKERTON PLAINS,6441,Oct-19,1
PORT MACDONNELL,6460,Oct-19,2
RENMARK,6469,Oct-19,32
RENMARK NORTH,6481,Oct-19,1
RENMARK WEST,6495,Oct-19,2
TARLEE,6519,Oct-19,1
RIVERTON,6524,Oct-19,5
PORT ADELAIDE,653,Oct-19,74
CROYDON,66,Oct-19,8
TEROWIE,6619,Oct-19,1
MORGAN,6635,Oct-19,3
KRONDORF,6647,Oct-19,1
ROWLAND FLAT,6648,Oct-19,1
LARGS BAY,665,Oct-19,35
TANUNDA,6654,Oct-19,5
SEDAN,6676,Oct-19,2
SANDY CREEK,6698,Oct-19,5
OWEN,6715,Oct-19,1
BALAKLAVA,6726,Oct-19,7
BURRA,6758,Oct-19,1
LARGS NORTH,677,Oct-19,23
WAIKERIE,6796,Oct-19,11
CLARE,6828,Oct-19,3
LOWBANK,6850,Oct-19,2
BLANCHETOWN,6855,Oct-19,3
PETERHEAD,689,Oct-19,14
ANGASTON,6896,Oct-19,10
SWAN REACH,6910,Oct-19,2
NURIOOTPA,6925,Oct-19,18
PETERBOROUGH,6957,Oct-19,8
BAROSSA GOLDFIELDS,6970,Oct-19,1
COCKATOO VALLEY,6971,Oct-19,1
LYNDOCH,6976,Oct-19,4
MOUNT CRAWFORD,6986,Oct-19,1
WILLIAMSTOWN,6994,Oct-19,14
OSBORNE,701,Oct-19,2
CAMBRAI,7010,Oct-19,2
PORT AUGUSTA,7050,Oct-19,145
PORT PIRIE,7067,Oct-19,28
PORT PIRIE SOUTH,7079,Oct-19,14
PORT PIRIE WEST,7091,Oct-19,21
RISDON PARK,7103,Oct-19,20
RISDON PARK SOUTH,7115,Oct-19,9
TAPEROO,713,Oct-19,42
KOOLUNGA,7145,Oct-19,1
KADINA,7152,Oct-19,15
NEW TOWN,7168,Oct-19,3
WALLAROO MINES,7179,Oct-19,1
ARNO BAY,7198,Oct-19,5
GLADSTONE,7218,Oct-19,1
LAURA,7223,Oct-19,1
NORTH BEACH,7233,Oct-19,1
WALLAROO,7242,Oct-19,22
KIDMAN PARK,725,Oct-19,14
TUMBY BAY,7259,Oct-19,1
PORT LINCOLN,7269,Oct-19,149
BOOLEROO CENTRE,7310,Oct-19,1
WARBURTO,7316,Oct-19,1
GREEN PATCH,7333,Oct-19,1
MOUNT DRUMMOND,7347,Oct-19,1
JAMESTOWN,7351,Oct-19,1
PORT HUGHES,7366,Oct-19,5
MILE END,737,Oct-19,44
STREAKY BAY,7397,Oct-19,2
CEDUNA,7407,Oct-19,30
WILMINGTON,7424,Oct-19,2
ARDROSSAN,7439,Oct-19,1
MOONTA,7460,Oct-19,8
MOONTA BAY,7472,Oct-19,12
MILE END SOUTH,749,Oct-19,7
NALYAPPA,7505,Oct-19,1
NORTH MOONTA,7506,Oct-19,5
KOONIBBA,7551,Oct-19,3
AVON,7567,Oct-19,1
DUBLIN,7572,Oct-19,1
LEWISTON,7582,Oct-19,10
LONG PLAINS,7591,Oct-19,1
LOWER LIGHT,7597,Oct-19,2
MIDDLE BEACH,7602,Oct-19,3
THEBARTON,761,Oct-19,25
